(143270):14g8:[#]{04120609}      | Zooming in ... 
(3C5A98):r6g9:[:]{0412060F}      | You finish eating the bland roasted burbot.
(A80000):r6g9:[!]{0412060F}      | You don't have anything to eat.
(143270):r6g9:[#]{0412060F}      | Things that are here:
(000000):r6g9:[3]{0412060F}      | 3 fox cuts
(000000):r6g9:[s]{0412060F}      | stale pike
(000000):r6g9:[7]{0412060F}      | 7 breams
(000000):r6g9:[3]{0412060F}      | 3 burbots
(3C5A98):r6g9:[:]{0412060F}      | You pick up the 3 fox cuts.
(3C5A98):r6g9:[:]{0412060F}      | You pick up the stale pike.
(3C5A98):r6g9:[:]{0412060F}      | You pick up the 7 breams.
(3C5A98):r6g9:[:]{0412060F}      | You pick up the 3 burbots.
(143270):r6g9:[#]{0412060F}      | Using: SURVIVAL
(143270):r6g9:[#]{0412060F}      | SURVIVAL OPTION: Cut branches/twigs from a tree
(147870):r6g9:[?]{0412060F}      | (1) You need cutting weapon or by hand.
(AB5700):r6g9:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(000000):r6g9:[O]{0412060F}      | Ok, you have all the necessary equipment!
(000000):r6g9:[Y]{0412060F}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):r6g9:[?]{0412060F}      | (1) You need cutting weapon or by hand.
(AB5700):r6g9:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(000000):r6g9:[O]{0412060F}      | Ok, you have all the necessary equipment!
(000000):r6g9:[Y]{0412060F}      | You hear mallard calling in the south-west.
(000000):r6g9:[Y]{0412060F}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):r6g9:[?]{0412060F}      | (1) You need cutting weapon or by hand.
(AB5700):r6g9:[+]{0412060F}      | The fine hunting knife in your inventory will be used.
(000000):r6g9:[O]{0412060F}      | Ok, you have all the necessary equipment!
(000000):r6g9:[Y]{0412060F}      | You hear mallard calling in the south-west.
(000000):r6g9:[Y]{0412060F}      | You hear kuikka calling in the south-east.
(000000):r6g9:[Y]{0412060F}      | You finished cutting the branches. They are lying beside you on the ground.
(143270):r6g9:[#]{04120610}      | Using: SURVIVAL
(143270):r6g9:[#]{04120610}      | SURVIVAL OPTION: Build a fire
(000000):r6g9:[Y]{04120610}      | You managed to make a fire.
(143270):r6g9:[#]{04120610}      | Using: COOKERY
(143270):r6g9:[#]{04120610}      | COOKERY OPTIONS: Roast
(147870):r6g9:[?]{04120610}      | (1) You need raw meat or fish.
(AB5700):r6g9:[+]{04120610}      | The 3 fox cuts in your inventory will be used.
(147870):r6g9:[?]{04120610}      | (2) You need fire.
(000000):r6g9:[O]{04120610}      | Ok, you have all the necessary equipment!
(008000):r6g9:[=]{04120610}      | Ok, you leave 3 roasted fox cuts to cook and prepare.
(575757):r6g9:[_]{04120610}      | This process should be complete in half an hour.
(147870):r6g9:[?]{04120610}      | (1) You need raw meat or fish.
(AB5700):r6g9:[+]{04120610}      | The stale pike in your inventory will be used.
(147870):r6g9:[?]{04120610}      | (2) You need fire.
(000000):r6g9:[O]{04120610}      | Ok, you have all the necessary equipment!
(008000):r6g9:[=]{04120610}      | Ok, you leave a roasted pike to cook and prepare.
(575757):r6g9:[_]{04120610}      | This process should be complete in a few hours.
(147870):r6g9:[?]{04120610}      | (1) You need raw meat or fish.
(AB5700):r6g9:[+]{04120610}      | The 7 breams in your inventory will be used.
(147870):r6g9:[?]{04120610}      | (2) You need fire.
(000000):r6g9:[O]{04120610}      | Ok, you have all the necessary equipment!
(3C5A98):r6ga:[:]{04120610}      | You are feeling hot.
(008000):r6ga:[=]{04120610}      | Ok, you leave 7 roasted breams to cook and prepare.
(575757):r6ga:[_]{04120610}      | This process should be complete in half an hour.
(147870):r6ga:[?]{04120610}      | (1) You need raw meat or fish.
(AB5700):r6ga:[+]{04120610}      | The 3 burbots in your inventory will be used.
(147870):r6ga:[?]{04120610}      | (2) You need fire.
(000000):r6ga:[O]{04120610}      | Ok, you have all the necessary equipment!
(008000):r6ga:[=]{04120610}      | Ok, you leave 3 roasted burbots to cook and prepare.
(575757):r6ga:[_]{04120610}      | This process should be complete in an hour.
(575757):r6ga:[_]{04120610}      | The roasted fox cut will be ready shortly. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in a few hours. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted bream will be ready in half an hour. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted burbot will be ready in an hour. You may not pick it up yet.
(143270):r6ga:[#]{04120610}      | Using: WEATHERLORE
(3C5A98):r6ga:[:]{04120610}      | You smell the air and look up to the sky predicting the weather...
(000000):r6ga:[T]{04120610}      | The weather is warm and dry. The sky is partly clouded.
(000000):r6ga:[Y]{04120610}      | You are not very sure about this forecast but...
(000000):r6ga:[Y]{04120610}      | You think the weather is getting warmer.
(000000):r6ga:[Y]{04120610}      | You think it's not going to rain today.
(3C5A98):r6ga:[:]{04120610}      | It smells like the roasted fox cut is ready.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in a few hours. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted bream will be ready in half an hour. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted burbot will be ready in half an hour. You may not pick it up yet.
(3C5A98):r6ga:[:]{04120610}      | You pick up the 3 roasted fox cuts.
(143270):r6ga:[#]{0412060F}      | View what type of items?: Foods
(3C5A98):r6ga:[:]{0412060F}      | You drop the 3 roasted fox cuts.
(000000):r6ga:[Y]{0412060F}      | You hear mallard calling in the south-west.
(143270):r6ga:[#]{04120610}      | Things that are here:
(000000):r6ga:[r]{04120610}      | roasted pike (being prepared)
(000000):r6ga:[7]{04120610}      | 7 roasted breams (being prepared)
(000000):r6ga:[3]{04120610}      | 3 roasted burbots (being prepared)
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in a few hours. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted bream will be ready in half an hour. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted burbot will be ready in half an hour. You may not pick it up yet.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(000000):r6ga:[Y]{04120610}      | You hear mallard calling in the south-west.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(663333):r6ga:[&]{04120610}      | You are a bit thirsty.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(3C5A98):r6ga:[:]{04120610}      | It smells like the roasted bream is ready.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(000000):r6ga:[Y]{04120610}      | You hear mallard calling in the south-west.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted burbot will be ready shortly. You may not pick it up yet.
(3C5A98):r6ga:[:]{04120610}      | You pick up the 7 roasted breams.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(3C5A98):r6ga:[:]{0412060F}      | You drop the 7 roasted breams.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(575757):r6ga:[_]{04120610}      | The roasted burbot will be ready shortly. You may not pick it up yet.
(000000):r6ga:[T]{04120610}      | The fire is about to burn out soon.
(3C5A98):r6ga:[:]{04120610}      | It smells like the roasted burbot is ready.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(3C5A98):r6ga:[:]{04120610}      | You pick up the roasted burbot.
(143270):r6ga:[#]{0412060F}      | You see 7 roasted breams here.
(3C5A98):r6ga:[:]{0412060F}      | You drop the roasted burbot.
(575757):r6ga:[_]{04120610}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(147870):r6ga:[?]{04120610}      | Drink from the natural source?
(3C5A98):r6ga:[:]{04120610}      | You drink some water.
(008000):r6ga:[=]{04120610}      | Your thirst is extinguished.
(3C5A98):r6gb:[:]{04120610}      | You are feeling hot.
(000000):r6gb:[Y]{04120610}      | You hear goldeneye calling in the south.
(575757):r6gb:[_]{04120610}      | The roasted pike will be ready in half an hour. You may not pick it up yet.
(000000):r6gb:[Y]{04120610}      | You hear willow grouse cooing in the north-east.
(3C5A98):r6gb:[:]{04120610}      | It smells like the roasted pike is ready.
(3C5A98):r6gb:[:]{04120610}      | You pick up the roasted pike.
(A80000):r6gb:[!]{04120610}      | There is nothing here to pick up.
(143270):r6gb:[#]{0412060F}      | You see a burnt-out fire here.
(143270):r6gb:[#]{0412060F}      | You see 3 roasted fox cuts here.
(143270):r6gb:[#]{0412060F}      | You see a harsh rinsed fox-skin here.
(3C5A98):r6gb:[:]{0412060F}      | You pick up the harsh rinsed fox-skin.
(143270):r6gb:[#]{0412060F}      | Using: HIDEWORKING
(143270):r6gb:[#]{0412060F}      | Hidework option: Tan the skin
(143270):r6gb:[#]{0412060F}      | Tanning process now requires you to soften the skin.
(147870):r6gb:[?]{0412060F}      | (1) You need workbench or working surface.
(575757):r6gb:[_]{0412060F}      | (A table, bench or even a big tree trunk will do as a workbench at which manual work is done.)
(AB5700):r6gb:[+]{0412060F}      | The tree trunk nearby will be used.
(147870):r6gb:[?]{0412060F}      | (2) You need beater.
(AB5700):r6gb:[+]{0412060F}      | The rock nearby will be used.
(000000):r6gb:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):r6gb:[#]{0412060F}      | You start softening the skin by pounding, stretching, squeezing and cursing - the final and the most laborious stage of tanning.
(000000):r6gb:[Y]{0412060F}      | You hear willow grouse cooing in the north-east.
(3C5A98):r6gc:[:]{0412060F}      | You feel warm.
(AB5700):r6gc:[+]{0412060F}      | You finish the tanning process and obtained a harsh fox fur.
(143270):r6gc:[#]{0412060F}      | You see 3 roasted fox cuts here.
(000000):r6gc:[S]{0412060F}      | Small Rig withdraws from your way.
(143270):r6gc:[#]{0412060F}      | There are several objects here:
(000000):r6gc:[p]{0412060F}      | poor wooden shovel
(000000):r6gc:[b]{0412060F}      | bark
(000000):r6gc:[h]{0412060F}      | harsh eagle owl leather
(000000):r6gc:[3]{0412060F}      | 31 eagle owl feathers
(000000):r6gc:[h]{0412060F}      | harsh elk leather
(575757):r6gc:[_]{0412060F}      | ...and 12 more.
(3C5A98):r6gc:[:]{0412060F}      | You drop the harsh fox fur.
(000000):r6gc:[T]{0412060F}      | That's bland.
(008000):r6gc:[=]{0412060F}      | Burp! Your stomach is full.
(3C5A98):r6gc:[:]{0412060F}      | You finish eating some of that roasted pike.
(143270):r6gc:[#]{0412060F}      | Things that are here:
(000000):r6gc:[7]{0412060F}      | 7 roasted breams
(000000):r6gc:[r]{0412060F}      | roasted burbot
(000000):r6gc:[r]{0412060F}      | roasted burbot
(000000):r6gc:[r]{0412060F}      | roasted burbot
(143270):r6gc:[#]{0412060F}      | You see an inferior raft here.
(3C5A98):r6gc:[:]{0412060F}      | You push the raft into water and jump aboard.
(000000):r6gc:[Y]{04120610}      | You hear goldeneye calling in the south.
(663333):r6gc:[&]{04120610}      | You have rested away the fatigue.
(663333):r6gc:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):r6gd:[:]{04120610}      | It starts to rain.
(3C5A98):r6gd:[:]{04120610}      | You feel warm.
(008000):r6gd:[=@]{04120610}     | You caught 11 roaches!
(575757):r6gd:[_]{04120610}      | The catch now awaits at your feet to be picked up.
(3C5A98):r6gd:[:]{04120610}      | You pick up the 11 roaches.
(663333):r6gd:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):r6ge:[:]{04120610}      | The rain ends.
(3C5A98):r6ge:[:]{04120610}      | You feel warm.
(3C5A98):r6gf:[:]{04120610}      | It starts to rain.
(3C5A98):r6gf:[:]{04120610}      | You feel warm.
(3C5A98):r6gg:[:]{04120610}      | The rain ends.
(3C5A98):r6gg:[:]{04120610}      | You are feeling rather warm.
(000000):r6gg:[Y]{04120610}      | You didn't manage to catch any fish.
(663333):r6gg:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):r6gh:[:]{04120610}      | You are feeling rather warm.
(008000):r6gh:[=@]{04120610}     | You caught 2 roaches and a trout!
(575757):r6gh:[_]{04120610}      | The catch now awaits at your feet to be picked up.
(3C5A98):r6gh:[:]{04120610}      | You pick up the 2 roaches.
(3C5A98):r6gh:[:]{04120610}      | You pick up the trout.
(663333):r6gh:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):r6gi:[:]{04120610}      | It starts to rain.
(3C5A98):r6gi:[:]{04120610}      | You are feeling rather warm.
(000000):r6gk:[Y]{04120610}      | You didn't manage to catch any fish.
(663333):r6gk:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):r6gl:[:]{04120610}      | You are feeling rather warm.
(000000):r6gl:[Y]{04120610}      | You hear goldeneye calling in the south-west.
(3C5A98):r6gm:[:]{04120610}      | It starts to rain harder.
(3C5A98):r6gm:[:]{04120610}      | You are feeling rather warm.
(000000):r6gm:[Y]{04120610}      | You hear goldeneye calling in the south-west.
(3C5A98):r6gn:[:]{04120610}      | The rain eases a bit.
(3C5A98):r6gn:[:]{04120610}      | You are feeling rather warm.
(000000):r6gn:[Y]{04120610}      | You didn't manage to catch any fish.
(147870):r6gn:[?]{04120610}      | Drink from the natural source?
(3C5A98):r6gn:[:]{04120610}      | You drink some water.
(008000):r6gn:[=]{04120610}      | Your thirst is extinguished.
(000000):r6gn:[T]{04120610}      | That's bland.
(008000):r6gn:[=]{04120610}      | Burp! Your stomach is full.
(3C5A98):r6gn:[:]{04120610}      | You finish eating some of that roasted pike.
(A80000):r6gn:[!]{04120610}      | You need to sleep! You can't stay awake much longer.
(663333):r6gn:[&]{04120610}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):s6g0:[:]{04120610}      | The rain ends.
(3C5A98):s6g0:[:]{04120610}      | You are feeling rather warm.
(008000):s6g0:[=@]{04120610}     | You caught 2 burbots and a pike-perch!
(575757):s6g0:[_]{04120610}      | The catch now awaits at your feet to be picked up.
(3C5A98):s6g0:[:]{04120610}      | You pick up the 2 burbots.
(3C5A98):s6g0:[:]{04120610}      | You pick up the pike-perch.
(3C5A98):s6g0:[:]{0412060F}      | You go on shore.
(000000):s6g0:[S]{0412060F}      | Small Rig barks in hunger.
(143270):s6g0:[#]{0412060F}      | Things that are here:
(000000):s6g0:[7]{0412060F}      | 7 roasted breams
(000000):s6g0:[r]{0412060F}      | roasted burbot
(000000):s6g0:[r]{0412060F}      | roasted burbot
(000000):s6g0:[r]{0412060F}      | roasted burbot
(143270):s6g0:[#]{0412060F}      | View what type of items?: Foods
(3C5A98):s6g0:[:]{0412060F}      | You drop the 13 roaches.
(3C5A98):s6g0:[:]{0412060F}      | You drop the trout.
(3C5A98):s6g0:[:]{0412060F}      | You drop the 2 burbots.
(3C5A98):s6g0:[:]{0412060F}      | You drop the pike-perch.
(143270):s6g0:[#]{0412060F}      | There are several objects here:
(000000):s6g0:[p]{0412060F}      | poor wooden shovel
(000000):s6g0:[b]{0412060F}      | bark
(000000):s6g0:[h]{0412060F}      | harsh eagle owl leather
(000000):s6g0:[3]{0412060F}      | 31 eagle owl feathers
(000000):s6g0:[h]{0412060F}      | harsh elk leather
(575757):s6g0:[_]{0412060F}      | ...and 13 more.
(3C5A98):s6g0:[:]{0412060F}      | You lay down and fall asleep.
(143270):s6g0:[#]{0412060F}      | Zzzz... [HOLD ON]
(3C5A98):s6gb:[:]{0412060F}      | You wake up.
(663333):s6gb:[&]{0412060F}      | You get back on your feet.
(3C5A98):s6gc:[:]{0412060F}      | You feel warm.
(663333):s6gc:[&]{0412060F}      | You are a bit hungry.
(663333):s6gc:[&]{0412060F}      | You are a bit thirsty.
